kin_weight_same_lineage,kin_weight_other_lineage,kin_bias_ratio,B_plus_scale,C_scale,mutation_rate,replicate,mean_final_trait,std_final_trait,min_final_trait,max_final_trait
0.5,0.3,1.6666666666666667,1.2,0.3,0.01,2,0.19202372311870178,0.03183093378710339,0.11694098599599043,0.19321491039703964
0.5,0.3,1.6666666666666667,1.2,0.3,0.01,3,0.18945855958074825,0.044690757249727715,0.11536749060036972,0.19076465093754955
0.5,0.3,1.6666666666666667,1.2,0.3,0.01,4,0.24032533030702996,0.13059583467084357,0.12114467164362658,0.327572091368344
0.5,0.3,1.6666666666666667,1.2,0.3,0.01,5,0.214298241404102,0.0488293596980699,0.11646887476782214,0.2154810482125561
0.5,0.4,1.25,0.8,0.1,0.01,0,0.2697219013323966,0.029569832069165705,0.11722200935697587,0.26795467414858837
0.5,0.4,1.25,0.8,0.1,0.01,1,0.23824368740698462,0.04987063695791608,0.11862336521493885,0.23556400953425605
0.5,0.4,1.25,0.8,0.1,0.01,2,0.21828115850089594,0.062154883923565635,0.11757638181640452,0.21539598117363706
0.5,0.4,1.25,0.8,0.1,0.01,3,0.23237726301393716,0.05508539621142141,0.11396631126046645,0.23354479847275217
0.5,0.4,1.25,0.8,0.1,0.01,4,0.35596921997114733,0.043192911683056494,0.12114467164362658,0.357323176825854
0.5,0.4,1.25,0.8,0.1,0.01,5,0.24802479965722016,0.03178046194722659,0.1190326936004098,0.24849317175381133
0.5,0.4,1.25,0.8,0.2,0.01,0,0.1209699531103851,0.05781119795926478,0.09856918098188965,0.12762521108442307
0.5,0.4,1.25,0.8,0.2,0.01,1,0.1654571137606646,0.05325117177861916,0.11862336521493885,0.16602152418607685
0.5,0.4,1.25,0.8,0.2,0.01,2,0.14525058647227498,0.04055157246751576,0.11595392668289506,0.15253661314619998
0.5,0.4,1.25,0.8,0.2,0.01,3,0.14864456172771867,0.047073050115875516,0.10645687699166256,0.14713238113455154
0.5,0.4,1.25,0.8,0.2,0.01,4,0.14568148431594785,0.05604930591398363,0.11717290271849655,0.14449966030845202
0.5,0.4,1.25,0.8,0.2,0.01,5,0.10585677391310476,0.03883459841943038,0.0928001000238319,0.12074508151225391
0.5,0.4,1.25,0.8,0.3,0.01,0,0.048453094051830035,0.0334469640116262,0.04854530600980348,0.11987586841713165
0.5,0.4,1.25,0.8,0.3,0.01,1,0.042576426287297874,0.03843697647788461,0.04534622381819062,0.1209647176554079
0.5,0.4,1.25,0.8,0.3,0.01,2,0.04916586986001904,0.04614612329663513,0.04744864889756189,0.11757638181640452
0.5,0.4,1.25,0.8,0.3,0.01,3,0.055141151458806784,0.04610344941006931,0.056662069728678946,0.11753118812823783
0.5,0.4,1.25,0.8,0.3,0.01,4,0.05836472679895482,0.037074393912175846,0.05679108268503452,0.12185121665828468
0.5,0.4,1.25,0.8,0.3,0.01,5,0.02920320926761761,0.023864887329701226,0.02958746133347851,0.11927024912543456
0.5,0.4,1.25,1.0,0.1,0.01,0,0.30112035400003045,0.027648329070877897,0.11815457118341155,0.2989418988928582
0.5,0.4,1.25,1.0,0.1,0.01,1,0.274215643416118,0.04670845995605679,0.11862336521493885,0.27077356688198057
0.5,0.4,1.25,1.0,0.1,0.01,2,0.27182376210090936,0.0714361552776931,0.11757638181640452,0.2647177729047863
0.5,0.4,1.25,1.0,0.1,0.01,3,0.23311071321271382,0.042694666417648824,0.11669818718485768,0.2327065751148204
0.5,0.4,1.25,1.0,0.1,0.01,4,0.3963121762845836,0.0481577110162071,0.12114467164362658,0.39479540374701894
0.5,0.4,1.25,1.0,0.1,0.01,5,0.26418050905883766,0.05045015842207011,0.11926604755157912,0.26240070478011746
0.5,0.4,1.25,1.0,0.2,0.01,0,0.2307148440241366,0.07736786384204887,0.11405199640010727,0.22885486307347477
0.5,0.4,1.25,1.0,0.2,0.01,1,0.20715428203665912,0.031025815821314036,0.11862336521493885,0.2079795031508105
0.5,0.4,1.25,1.0,0.2,0.01,2,0.16381109549707806,0.05480275876774285,0.11647994162300275,0.16331315477964514
0.5,0.4,1.25,1.0,0.2,0.01,3,0.16428924303939307,0.04847405538619538,0.1086881512751185,0.1630918331750281
0.5,0.4,1.25,1.0,0.2,0.01,4,0.3139751010729112,0.08926932790571361,0.12114467164362658,0.31970390669389304
0.5,0.4,1.25,1.0,0.2,0.01,5,0.163285721268332,0.057356703123490164,0.11341869755653414,0.16695633153937994
0.5,0.4,1.25,1.0,0.3,0.01,0,0.0634590190984175,0.05103794758495211,0.05717740153325522,0.11987586841713165
0.5,0.4,1.25,1.0,0.3,0.01,1,0.11723257366399323,0.046678978526466776,0.10972037717638009,0.1277336261064684
0.5,0.4,1.25,1.0,0.3,0.01,2,0.08440251316806213,0.052803511518714714,0.0848144627788067,0.11930005742602114
0.5,0.4,1.25,1.0,0.3,0.01,3,0.07780304878992135,0.046419155776636696,0.07695213898660101,0.11753118812823783
0.5,0.4,1.25,1.0,0.3,0.01,4,0.0667297835380935,0.04142124476888294,0.06445687750749589,0.12280881084103022
0.5,0.4,1.25,1.0,0.3,0.01,5,0.05668628182201791,0.04800725382026881,0.05554619544057718,0.11976236690500697
0.5,0.4,1.25,1.2,0.1,0.01,0,0.358182145421757,0.04746242526439418,0.11806417142655946,0.3563628384340718
0.5,0.4,1.25,1.2,0.1,0.01,1,0.2943354729189832,0.03368516860649053,0.11862336521493885,0.29204752989210425
0.5,0.4,1.25,1.2,0.1,0.01,2,0.2495490886543038,0.02919046326748871,0.11757638181640452,0.2476709780768026
0.5,0.4,1.25,1.2,0.1,0.01,3,0.2725750170245022,0.0481038258182103,0.11732181679308333,0.2739547133566779
0.5,0.4,1.25,1.2,0.1,0.01,4,0.3791392826684153,0.03812429008478835,0.12114467164362658,0.37577264142725586
0.5,0.4,1.25,1.2,0.1,0.01,5,0.3416452321106617,0.033115556489789595,0.11926604755157912,0.34037229799371566
0.5,0.4,1.25,1.2,0.2,0.01,0,0.28782481772813723,0.03555022762618231,0.11774107149347371,0.28719883194823204
0.5,0.4,1.25,1.2,0.2,0.01,1,0.21723047263548023,0.027444092197546472,0.11862336521493885,0.21628414501904392
0.5,0.4,1.25,1.2,0.2,0.01,2,0.18853961297798183,0.03301554169282068,0.11757638181640452,0.18639582435133772
0.5,0.4,1.25,1.2,0.2,0.01,3,0.24441194594632754,0.055536187724244464,0.11686600985622769,0.24461685871835007
0.5,0.4,1.25,1.2,0.2,0.01,4,0.358042180895812,0.06364791646511839,0.12114467164362658,0.35921198500364027
0.5,0.4,1.25,1.2,0.2,0.01,5,0.2527822586473768,0.0424530783872828,0.11738702270619614,0.2526915585004688
0.5,0.4,1.25,1.2,0.3,0.01,0,0.23602708634220168,0.044354597587977676,0.11122479596349516,0.23759240829817785
0.5,0.4,1.25,1.2,0.3,0.01,1,0.17844140800889277,0.06699734532354254,0.11862336521493885,0.18225013688038783
0.5,0.4,1.25,1.2,0.3,0.01,2,0.1193434355222851,0.04913423073136345,0.10987423670545292,0.12918640597039144
0.5,0.4,1.25,1.2,0.3,0.01,3,0.13683944540437032,0.06423868305026542,0.10542547579870815,0.14950825244239396
0.5,0.4,1.25,1.2,0.3,0.01,4,0.15032675314256647,0.047233878136215796,0.1206640984044158,0.14777734484248325
0.5,0.4,1.25,1.2,0.3,0.01,5,0.1712644197076205,0.0421665894559174,0.11049920439103551,0.1777841654256334
0.7,0.05,13.999999999999998,0.8,0.1,0.01,0,0.34293796124546927,0.033799882695126265,0.11987586841713165,0.34258974922085067
0.7,0.05,13.999999999999998,0.8,0.1,0.01,1,0.3390918762306545,0.033273598248302345,0.11862336521493885,0.33936083173254494
0.7,0.05,13.999999999999998,0.8,0.1,0.01,2,0.2885413010269592,0.03514017089330535,0.11757638181640452,0.2917285031840658
0.7,0.05,13.999999999999998,0.8,0.1,0.01,3,0.3644501590770372,0.02841792502541203,0.11753118812823783,0.36487277138543434
0.7,0.05,13.999999999999998,0.8,0.1,0.01,4,0.37704588548375756,0.040048218206723066,0.12114467164362658,0.3769353836021
0.7,0.05,13.999999999999998,0.8,0.1,0.01,5,0.3201857629054069,0.03833077021657048,0.11926604755157912,0.31927319256000447
0.7,0.05,13.999999999999998,0.8,0.2,0.01,0,0.29280500488910843,0.046946430574456736,0.11987586841713165,0.29047943492866507
0.7,0.05,13.999999999999998,0.8,0.2,0.01,1,0.3109934566453811,0.028478584600225055,0.11862336521493885,0.3099483354889316
0.7,0.05,13.999999999999998,0.8,0.2,0.01,2,0.2533693575308694,0.03680658234970694,0.11757638181640452,0.2539374729081373
0.7,0.05,13.999999999999998,0.8,0.2,0.01,3,0.2684844963128066,0.041663777915973456,0.11753118812823783,0.2679180941123193
0.7,0.05,13.999999999999998,0.8,0.2,0.01,4,0.31993246417354426,0.06321182144018846,0.12114467164362658,0.34736078391571756
0.7,0.05,13.999999999999998,0.8,0.2,0.01,5,0.30454577772662117,0.04380382020752071,0.11926604755157912,0.3034111614274868
0.7,0.05,13.999999999999998,0.8,0.3,0.01,0,0.20297357547144557,0.05464111390576692,0.11987586841713165,0.24459260831514879
0.7,0.05,13.999999999999998,0.8,0.3,0.01,1,0.2544144889262901,0.06036031415599132,0.11862336521493885,0.27504736263420754
0.7,0.05,13.999999999999998,0.8,0.3,0.01,2,0.23538277794220727,0.04665791593960287,0.11757638181640452,0.2353167669857611
0.7,0.05,13.999999999999998,0.8,0.3,0.01,3,0.2199429329326432,0.04272716017952153,0.11753118812823783,0.22247532066142067
0.7,0.05,13.999999999999998,0.8,0.3,0.01,4,0.22061546599535597,0.058070849900080615,0.12114467164362658,0.2357861026893754
0.7,0.05,13.999999999999998,0.8,0.3,0.01,5,0.2358363026270862,0.03415851059193688,0.11926604755157912,0.23530210810148094
0.7,0.05,13.999999999999998,1.0,0.1,0.01,0,0.4069144363867476,0.06071540522417392,0.11987586841713165,0.4046523041895381
0.7,0.05,13.999999999999998,1.0,0.1,0.01,1,0.36369369357172904,0.04044912141986326,0.11862336521493885,0.364109609524612
0.7,0.05,13.999999999999998,1.0,0.1,0.01,2,0.38534721348572515,0.051579378947786136,0.11757638181640452,0.382994480104599
0.7,0.05,13.999999999999998,1.0,0.1,0.01,3,0.4621589067560369,0.07373037414478611,0.11753118812823783,0.46135061859494225
0.7,0.05,13.999999999999998,1.0,0.1,0.01,4,0.44172895517337085,0.043047894550609575,0.12114467164362658,0.4444956581001883
0.7,0.05,13.999999999999998,1.0,0.1,0.01,5,0.32063691875729283,0.035974644168055285,0.11926604755157912,0.319294809985082
0.7,0.05,13.999999999999998,1.0,0.2,0.01,0,0.36106427843062167,0.0477880735031922,0.11987586841713165,0.36033057133867247
0.7,0.05,13.999999999999998,1.0,0.2,0.01,1,0.3371153312411867,0.03578880681737342,0.11862336521493885,0.3382185724011471
0.7,0.05,13.999999999999998,1.0,0.2,0.01,2,0.2729606202542937,0.040316727689646316,0.11757638181640452,0.2750229437298875
0.7,0.05,13.999999999999998,1.0,0.2,0.01,3,0.32250884065091484,0.034730896442934665,0.11753118812823783,0.3317377292124219
0.7,0.05,13.999999999999998,1.0,0.2,0.01,4,0.3608967015163431,0.03318355535854772,0.12114467164362658,0.36280618389491287
0.7,0.05,13.999999999999998,1.0,0.2,0.01,5,0.2486474238473857,0.03232214997751262,0.11926604755157912,0.2549133817424358
0.7,0.05,13.999999999999998,1.0,0.3,0.01,0,0.27517062684975446,0.02829662898996399,0.11987586841713165,0.27524818467733386
0.7,0.05,13.999999999999998,1.0,0.3,0.01,1,0.2561351292692022,0.06843300911437665,0.11862336521493885,0.3045757045254166
0.7,0.05,13.999999999999998,1.0,0.3,0.01,2,0.2816801405426717,0.045815464772294104,0.11757638181640452,0.28125814690916173
0.7,0.05,13.999999999999998,1.0,0.3,0.01,3,0.24245457212531493,0.062086109799398465,0.11753118812823783,0.275546019035579
0.7,0.05,13.999999999999998,1.0,0.3,0.01,4,0.3663650950196037,0.026812712217485376,0.12114467164362658,0.367138925807665
0.7,0.05,13.999999999999998,1.0,0.3,0.01,5,0.255559618023545,0.0371762715992231,0.11926604755157912,0.26409059078117314
0.7,0.05,13.999999999999998,1.2,0.1,0.01,0,0.37054545592696275,0.04051446861546681,0.11987586841713165,0.36836741368244874
0.7,0.05,13.999999999999998,1.2,0.1,0.01,1,0.36559084428381705,0.033763045602314856,0.11862336521493885,0.3646584514724132
0.7,0.05,13.999999999999998,1.2,0.1,0.01,2,0.3201574049438784,0.03617075946241688,0.11757638181640452,0.3169246231824266
0.7,0.05,13.999999999999998,1.2,0.1,0.01,3,0.3594554901208783,0.04025431344645642,0.11753118812823783,0.3556566208048888
0.7,0.05,13.999999999999998,1.2,0.1,0.01,4,0.3773363049467949,0.03184435808586311,0.12114467164362658,0.37636973498045934
0.7,0.05,13.999999999999998,1.2,0.1,0.01,5,0.40847656916576947,0.053366525590030314,0.11926604755157912,0.40633245379213206
0.7,0.05,13.999999999999998,1.2,0.2,0.01,0,0.362424527893306,0.03977919627789845,0.11987586841713165,0.3599252208322929
0.7,0.05,13.999999999999998,1.2,0.2,0.01,1,0.3906642167061164,0.0429909304874495,0.11862336521493885,0.3917873584386733
0.7,0.05,13.999999999999998,1.2,0.2,0.01,2,0.29749149800880276,0.03221656850074505,0.11757638181640452,0.29827969904467566
0.7,0.05,13.999999999999998,1.2,0.2,0.01,3,0.4460972948859125,0.037680952305723985,0.11753118812823783,0.44323025585355197
0.7,0.05,13.999999999999998,1.2,0.2,0.01,4,0.3648618718911276,0.03741809278247736,0.12114467164362658,0.3643771602677991
0.7,0.05,13.999999999999998,1.2,0.2,0.01,5,0.33698540661290693,0.05808176042381381,0.11926604755157912,0.3341910179999692
0.7,0.05,13.999999999999998,1.2,0.3,0.01,0,0.28087645314482856,0.04060761008971826,0.11987586841713165,0.2796839440131911
0.7,0.05,13.999999999999998,1.2,0.3,0.01,1,0.32197071251195064,0.048141331004991586,0.11862336521493885,0.32170535858991145
0.7,0.05,13.999999999999998,1.2,0.3,0.01,2,0.24611217221350845,0.048003793864357644,0.11757638181640452,0.25174146091118144
0.7,0.05,13.999999999999998,1.2,0.3,0.01,3,0.28248268407271215,0.04750316194490407,0.11753118812823783,0.28383126470106773
0.7,0.05,13.999999999999998,1.2,0.3,0.01,4,0.3445188383966324,0.04531428314948903,0.12114467164362658,0.344331754179078
0.7,0.05,13.999999999999998,1.2,0.3,0.01,5,0.24519727738371433,0.0227090179200909,0.11926604755157912,0.2550185227317939
0.7,0.1,6.999999999999999,0.8,0.1,0.01,0,0.3402912546167412,0.0353194068803239,0.11987586841713165,0.33912908899320793
0.7,0.1,6.999999999999999,0.8,0.1,0.01,1,0.31039731697705897,0.036382061444515924,0.11862336521493885,0.308701034818765
0.7,0.1,6.999999999999999,0.8,0.1,0.01,2,0.28883521081547475,0.026830452084310532,0.11757638181640452,0.28973597145226915
0.7,0.1,6.999999999999999,0.8,0.1,0.01,3,0.3414514107230505,0.03402978803724982,0.11753118812823783,0.3420680573376218
0.7,0.1,6.999999999999999,0.8,0.1,0.01,4,0.3937612084998691,0.04213419135836572,0.12114467164362658,0.39232743791837854
0.7,0.1,6.999999999999999,0.8,0.1,0.01,5,0.33357935039795616,0.04046300866793489,0.11926604755157912,0.33404859021201677
0.7,0.1,6.999999999999999,0.8,0.2,0.01,0,0.2509035754296483,0.05443379199293419,0.11987586841713165,0.2497051272560841
0.7,0.1,6.999999999999999,0.8,0.2,0.01,1,0.28075190946514617,0.03553983379300766,0.11862336521493885,0.2822591687841304
0.7,0.1,6.999999999999999,0.8,0.2,0.01,2,0.22650582616668608,0.040474256401905384,0.11757638181640452,0.24359788640326802
0.7,0.1,6.999999999999999,0.8,0.2,0.01,3,0.33887444458134536,0.05335405601928912,0.11753118812823783,0.3381219479420729
0.7,0.1,6.999999999999999,0.8,0.2,0.01,4,0.19866029805751592,0.11188927043175208,0.12114467164362658,0.2898219283787174
0.7,0.1,6.999999999999999,0.8,0.2,0.01,5,0.26077843651677246,0.04613382176275426,0.11926604755157912,0.2641854101026626
0.7,0.1,6.999999999999999,0.8,0.3,0.01,0,0.20746612847027135,0.06583960313571979,0.11966226979807658,0.20914035251965307
0.7,0.1,6.999999999999999,0.8,0.3,0.01,1,0.2760286381737868,0.04811606359996782,0.11862336521493885,0.27762553506648185
0.7,0.1,6.999999999999999,0.8,0.3,0.01,2,0.21609813403938086,0.040522163715081896,0.11757638181640452,0.22931394311109513
0.7,0.1,6.999999999999999,0.8,0.3,0.01,3,0.1818689044642203,0.04166761842229039,0.11751359235506602,0.19644637380020175
0.7,0.1,6.999999999999999,0.8,0.3,0.01,4,0.23522408997152588,0.04604145609507236,0.12114467164362658,0.2582195306725942
0.7,0.1,6.999999999999999,0.8,0.3,0.01,5,0.2323994813791879,0.05593180830205554,0.11926604755157912,0.23231791945648336
0.7,0.1,6.999999999999999,1.0,0.1,0.01,0,0.3506390948230448,0.028608367262650813,0.11987586841713165,0.3496448781349208
0.7,0.1,6.999999999999999,1.0,0.1,0.01,1,0.4614254694110092,0.0636077502551413,0.11862336521493885,0.45874313769680797
0.7,0.1,6.999999999999999,1.0,0.1,0.01,2,0.3621038507150101,0.0651269004863103,0.11757638181640452,0.35792021567595317
0.7,0.1,6.999999999999999,1.0,0.1,0.01,3,0.39745053429342087,0.05765548359566666,0.11753118812823783,0.39497671274052604
0.7,0.1,6.999999999999999,1.0,0.1,0.01,4,0.42247635612775974,0.04656663711757329,0.12114467164362658,0.42223700660681523
0.7,0.1,6.999999999999999,1.0,0.1,0.01,5,0.3120901533100899,0.04841147173379394,0.11926604755157912,0.31135347595553836
0.7,0.1,6.999999999999999,1.0,0.2,0.01,0,0.2710759762444661,0.04753900648229929,0.11987586841713165,0.2882795170404222
0.7,0.1,6.999999999999999,1.0,0.2,0.01,1,0.2903019284343298,0.0475092573327461,0.11862336521493885,0.2979543154469368
0.7,0.1,6.999999999999999,1.0,0.2,0.01,2,0.27173572075135055,0.05187539094909807,0.11757638181640452,0.27156835212390273
0.7,0.1,6.999999999999999,1.0,0.2,0.01,3,0.3279918452260399,0.031078865419966524,0.11753118812823783,0.3292380529652057
0.7,0.1,6.999999999999999,1.0,0.2,0.01,4,0.43998838557678976,0.055727729594254004,0.12114467164362658,0.4404241753379158
0.7,0.1,6.999999999999999,1.0,0.2,0.01,5,0.29777106799153086,0.03565352628100908,0.11926604755157912,0.29902840697250505
0.7,0.1,6.999999999999999,1.0,0.3,0.01,0,0.25766651958203884,0.044402217011876015,0.11987586841713165,0.257325520879162
0.7,0.1,6.999999999999999,1.0,0.3,0.01,1,0.2981337849011563,0.06503563792043825,0.11862336521493885,0.30507910220817874
0.7,0.1,6.999999999999999,1.0,0.3,0.01,2,0.23704038466454255,0.04297394911508121,0.11757638181640452,0.23779225890035768
0.7,0.1,6.999999999999999,1.0,0.3,0.01,3,0.20237219972729326,0.038432315662482446,0.11753118812823783,0.219103173395654
0.7,0.1,6.999999999999999,1.0,0.3,0.01,4,0.20932042085786418,0.08585323340969828,0.12114467164362658,0.3357771214243562
0.7,0.1,6.999999999999999,1.0,0.3,0.01,5,0.24649716999072563,0.04932112712085271,0.11926604755157912,0.24705287899985054
0.7,0.1,6.999999999999999,1.2,0.1,0.01,0,0.39426962406476884,0.0727962607342582,0.11987586841713165,0.3918728180434477
0.7,0.1,6.999999999999999,1.2,0.1,0.01,1,0.4068601352331632,0.03900438329459543,0.11862336521493885,0.4064175989418961
0.7,0.1,6.999999999999999,1.2,0.1,0.01,2,0.3953867456620619,0.08410685045338052,0.11757638181640452,0.39284113700655776
0.7,0.1,6.999999999999999,1.2,0.1,0.01,3,0.3867663991615514,0.03915242056881231,0.11753118812823783,0.38608554269681605
0.7,0.1,6.999999999999999,1.2,0.1,0.01,4,0.41237155852246804,0.04016089349388425,0.12114467164362658,0.4109469259099408
0.7,0.1,6.999999999999999,1.2,0.1,0.01,5,0.34010944420161454,0.038599777631291785,0.11926604755157912,0.3388097419627169
0.7,0.1,6.999999999999999,1.2,0.2,0.01,0,0.25094454180307674,0.021288703983741625,0.11987586841713165,0.2516661105544978
0.7,0.1,6.999999999999999,1.2,0.2,0.01,1,0.29002715782734195,0.03531311876319175,0.11862336521493885,0.2893273954049131
0.7,0.1,6.999999999999999,1.2,0.2,0.01,2,0.34565931993207955,0.050238343474283326,0.11757638181640452,0.3544376997389023
0.7,0.1,6.999999999999999,1.2,0.2,0.01,3,0.3696652948815691,0.03461703787526568,0.11753118812823783,0.3676712908054848
0.7,0.1,6.999999999999999,1.2,0.2,0.01,4,0.3715980808144117,0.038831542004231,0.12114467164362658,0.37122238055983586
0.7,0.1,6.999999999999999,1.2,0.2,0.01,5,0.2829973873166866,0.043679253963392284,0.11926604755157912,0.2834049149733706
0.7,0.1,6.999999999999999,1.2,0.3,0.01,0,0.2641792537369647,0.05174258046060205,0.11987586841713165,0.273240761542315
0.7,0.1,6.999999999999999,1.2,0.3,0.01,1,0.37689957521222517,0.03459665284358154,0.11862336521493885,0.3762846152846653
0.7,0.1,6.999999999999999,1.2,0.3,0.01,2,0.2957354536147443,0.052196346813098426,0.11757638181640452,0.3041427342887486
0.7,0.1,6.999999999999999,1.2,0.3,0.01,3,0.3167030873736325,0.06211944135689485,0.11753118812823783,0.31416293059090244
0.7,0.1,6.999999999999999,1.2,0.3,0.01,4,0.3045902808531652,0.06336764198643345,0.12114467164362658,0.330005255534195
0.7,0.1,6.999999999999999,1.2,0.3,0.01,5,0.2763133316113387,0.03561195976059747,0.11926604755157912,0.2760287482297028
0.7,0.2,3.4999999999999996,0.8,0.1,0.01,0,0.3012226236221554,0.04145156080385027,0.11987586841713165,0.2970204086259723
0.7,0.2,3.4999999999999996,0.8,0.1,0.01,1,0.31035103352379734,0.045890475532143045,0.11862336521493885,0.3085621148029887
0.7,0.2,3.4999999999999996,0.8,0.1,0.01,2,0.24225525677101503,0.03746602515342723,0.11757638181640452,0.2404770391214605
0.7,0.2,3.4999999999999996,0.8,0.1,0.01,3,0.28277366681697136,0.05999979026481513,0.11753118812823783,0.27917019719896097
0.7,0.2,3.4999999999999996,0.8,0.1,0.01,4,0.36324647786803166,0.030289123722692237,0.12114467164362658,0.364140411030555
0.7,0.2,3.4999999999999996,0.8,0.1,0.01,5,0.3172389660863865,0.054096665826901744,0.11926604755157912,0.31553428995204363
0.7,0.2,3.4999999999999996,0.8,0.2,0.01,0,0.1800281956120726,0.04829728140596141,0.11901065407982275,0.19474010281766732
0.7,0.2,3.4999999999999996,0.8,0.2,0.01,1,0.2654521861633039,0.029769396639731282,0.11862336521493885,0.2647813174737069
0.7,0.2,3.4999999999999996,0.8,0.2,0.01,2,0.21257348092505068,0.05198474029098276,0.11757638181640452,0.21088136366399254
0.7,0.2,3.4999999999999996,0.8,0.2,0.01,3,0.2464730279830708,0.05654299215375734,0.11753118812823783,0.2441964953980404
0.7,0.2,3.4999999999999996,0.8,0.2,0.01,4,0.2587718352272918,0.13447013384437284,0.12114467164362658,0.3438531599051092
0.7,0.2,3.4999999999999996,0.8,0.2,0.01,5,0.2592225355064617,0.06358953474460392,0.11926604755157912,0.2598329716854445
0.7,0.2,3.4999999999999996,0.8,0.3,0.01,0,0.15429321047233055,0.06743755520637143,0.11740735601919378,0.17133023460637328
0.7,0.2,3.4999999999999996,0.8,0.3,0.01,1,0.19919269551300184,0.029150127421845137,0.11862336521493885,0.20766978469131578
0.7,0.2,3.4999999999999996,0.8,0.3,0.01,2,0.15741662244797766,0.04208119480300625,0.11757638181640452,0.16964794629856395
0.7,0.2,3.4999999999999996,0.8,0.3,0.01,3,0.1928671795522773,0.05502263994211847,0.11583418228736016,0.19605040799970558
0.7,0.2,3.4999999999999996,0.8,0.3,0.01,4,0.14135839921327634,0.07552462207800416,0.12114467164362658,0.3198965576202193
0.7,0.2,3.4999999999999996,0.8,0.3,0.01,5,0.164932504926167,0.06371226631470002,0.11899649821160979,0.20938670251775163
0.7,0.2,3.4999999999999996,1.0,0.1,0.01,0,0.36653252856097124,0.060895784826737805,0.11987586841713165,0.36405542199292795
0.7,0.2,3.4999999999999996,1.0,0.1,0.01,1,0.3600717659023509,0.05923183015107666,0.11862336521493885,0.35791038291751875
0.7,0.2,3.4999999999999996,1.0,0.1,0.01,2,0.29839173389049223,0.037596675848957345,0.11757638181640452,0.29592803484117575
0.7,0.2,3.4999999999999996,1.0,0.1,0.01,3,0.37480779516843055,0.05545294315950582,0.11753118812823783,0.3748588640445914
0.7,0.2,3.4999999999999996,1.0,0.1,0.01,4,0.3759436842134901,0.03262122599609081,0.12114467164362658,0.37553900787563954
0.7,0.2,3.4999999999999996,1.0,0.1,0.01,5,0.3300949034942415,0.04586521391062454,0.11926604755157912,0.3295328567473319
0.7,0.2,3.4999999999999996,1.0,0.2,0.01,0,0.37999242394839555,0.0806374752780806,0.11959930959047539,0.3728785264015312
0.7,0.2,3.4999999999999996,1.0,0.2,0.01,1,0.31116206238000577,0.034906365744569935,0.11862336521493885,0.31179084998174805
0.7,0.2,3.4999999999999996,1.0,0.2,0.01,2,0.27221286744748735,0.04434204416662409,0.11757638181640452,0.2713772116083866
0.7,0.2,3.4999999999999996,1.0,0.2,0.01,3,0.2624029762252394,0.04179131092341689,0.11753118812823783,0.26030700227757064
0.7,0.2,3.4999999999999996,1.0,0.2,0.01,4,0.3303207889494135,0.06177907737524835,0.12114467164362658,0.34166094054944923
0.7,0.2,3.4999999999999996,1.0,0.2,0.01,5,0.24118589459104525,0.03683026289202248,0.11926604755157912,0.2427545938862367
0.7,0.2,3.4999999999999996,1.0,0.3,0.01,0,0.23723253942169403,0.05867228963907135,0.11812874037126259,0.24606976244143006
0.7,0.2,3.4999999999999996,1.0,0.3,0.01,1,0.2541161208275007,0.059260977998409875,0.11862336521493885,0.26285526855275904
0.7,0.2,3.4999999999999996,1.0,0.3,0.01,2,0.20185671387307366,0.057407498211336894,0.11757638181640452,0.2307555471422092
0.7,0.2,3.4999999999999996,1.0,0.3,0.01,3,0.24704586487939936,0.04557193536564492,0.11753118812823783,0.24543633192869127
0.7,0.2,3.4999999999999996,1.0,0.3,0.01,4,0.09361446241547755,0.07477438157565257,0.09365077166143869,0.283811257831772
0.7,0.2,3.4999999999999996,1.0,0.3,0.01,5,0.213748516687317,0.06513774798125158,0.11926604755157912,0.2164531694803144
0.7,0.2,3.4999999999999996,1.2,0.1,0.01,0,0.3720074239309267,0.057707364550519766,0.11987586841713165,0.3664752144560455
0.7,0.2,3.4999999999999996,1.2,0.1,0.01,1,0.36402976493555966,0.03597078561544658,0.11862336521493885,0.3643749209068225
0.7,0.2,3.4999999999999996,1.2,0.1,0.01,2,0.2902315102752723,0.04012990321085221,0.11757638181640452,0.28917250270165895
0.7,0.2,3.4999999999999996,1.2,0.1,0.01,3,0.37976297502607653,0.05309994180057358,0.11753118812823783,0.37908037410874446
0.7,0.2,3.4999999999999996,1.2,0.1,0.01,4,0.39798234744827876,0.034230041150957465,0.12114467164362658,0.396302958523834
0.7,0.2,3.4999999999999996,1.2,0.1,0.01,5,0.37166382630590744,0.03621600993275818,0.11926604755157912,0.37035184408507055
0.7,0.2,3.4999999999999996,1.2,0.2,0.01,0,0.3112915114497892,0.0457936872543707,0.11987586841713165,0.30898399195603293
0.7,0.2,3.4999999999999996,1.2,0.2,0.01,1,0.30043597791626575,0.03188921262007412,0.11862336521493885,0.3001555269031781
0.7,0.2,3.4999999999999996,1.2,0.2,0.01,2,0.3400534597012305,0.05006607200754849,0.11757638181640452,0.34047747984309873
0.7,0.2,3.4999999999999996,1.2,0.2,0.01,3,0.3072942171823645,0.0497796314029878,0.11753118812823783,0.30907857779084985
0.7,0.2,3.4999999999999996,1.2,0.2,0.01,4,0.35522729262058494,0.04988547623423,0.12114467164362658,0.3533673907738
