model_variant,benefit_from_altruism,cost_of_altruism,harshness,disturbance_interval,disturbance_fraction,altruistic_probability,selfish_probability,coexist_prob,altruist_avg,selfish_avg,black_avg,occupied_avg
compact_swath,0.65,0.25,0.96,50,0.5,0.39,0.39,0,0,220,2381,0.0845829
compact_swath,0.7,0,0.96,50,0.25,0.39,0.39,0,1974.4,0,626.6,0.759093
compact_swath,0.7,0,0.96,50,0.5,0.39,0.39,0,1261.4,0,1339.6,0.484967
compact_swath,0.65,0.15,0.96,50,0.25,0.39,0.39,1,792,1096.6,712.4,0.726105
compact_swath,0.65,0.2,0.96,50,0.25,0.39,0.39,0,0,1326,1275,0.509804
compact_swath,0.65,0.25,0.96,50,0.25,0.39,0.39,0,0,1338.4,1262.6,0.514571
compact_swath,0.7,0.05,0.96,50,0.25,0.39,0.39,0,1975,0,626,0.759323
compact_swath,0.65,0.35,0.96,50,0.25,0.39,0.39,0,0,1361.8,1239.2,0.523568
compact_swath,0.65,0.3,0.96,50,0.25,0.39,0.39,0,0,1410.8,1190.2,0.542407
compact_swath,0.7,0.05,0.96,50,0.5,0.39,0.39,0,1235.4,0,1365.6,0.474971
compact_swath,0.7,0.1,0.96,50,0.25,0.39,0.39,0,1960.4,0,640.6,0.75371
compact_swath,0.7,0.3,0.96,50,0.5,0.39,0.39,0,0,178.6,2422.4,0.0686659
compact_swath,0.7,0.1,0.96,50,0.5,0.39,0.39,0,1228.2,0,1372.8,0.472203
compact_swath,0.7,0.2,0.96,50,0.5,0.39,0.39,0.4,246.6,319.2,2035.2,0.217532
compact_swath,0.7,0.25,0.96,50,0.5,0.39,0.39,0,0,153.8,2447.2,0.0591311
compact_swath,0.7,0.15,0.96,50,0.25,0.39,0.39,0.8,1648.8,302.6,649.6,0.75025
compact_swath,0.7,0.15,0.96,50,0.5,0.39,0.39,0.2,1097.4,42,1461.6,0.438062
compact_swath,0.7,0.2,0.96,50,0.25,0.39,0.39,0,0,1369.6,1231.4,0.526567
compact_swath,0.75,0,0.96,50,0.25,0.39,0.39,0,1975.6,0,625.4,0.759554
compact_swath,0.7,0.25,0.96,50,0.25,0.39,0.39,0,0,1294.8,1306.2,0.497809
compact_swath,0.75,0.05,0.96,50,0.25,0.39,0.39,0,1975.8,0,625.2,0.759631
compact_swath,0.75,0,0.96,50,0.5,0.39,0.39,0,1281,0,1320,0.492503
compact_swath,0.7,0.35,0.96,50,0.5,0.39,0.39,0,0,171.2,2429.8,0.0658208
compact_swath,0.7,0.3,0.96,50,0.25,0.39,0.39,0,0,1344.6,1256.4,0.516955
compact_swath,0.75,0.05,0.96,50,0.5,0.39,0.39,0,1269.8,0,1331.2,0.488197
compact_swath,0.75,0.1,0.96,50,0.25,0.39,0.39,0,1973,0,628,0.758554
compact_swath,0.7,0.35,0.96,50,0.25,0.39,0.39,0,0,1312,1289,0.504421
compact_swath,0.75,0.1,0.96,50,0.5,0.39,0.39,0,1265.8,0,1335.2,0.486659
compact_swath,0.75,0.25,0.96,50,0.5,0.39,0.39,0,0,64.8,2536.2,0.0249135
compact_swath,0.75,0.15,0.96,50,0.5,0.39,0.39,0,1188.6,0,1412.4,0.456978
compact_swath,0.75,0.15,0.96,50,0.25,0.39,0.39,0.2,1960,4.8,636.2,0.755402
compact_swath,0.8,0,0.96,50,0.25,0.39,0.39,0,1976,0,625,0.759708
compact_swath,0.75,0.2,0.96,50,0.5,0.39,0.39,0.6,738.4,155.2,1707.4,0.34356
compact_swath,0.75,0.35,0.96,50,0.5,0.39,0.39,0,0,40.6,2560.4,0.0156094
compact_swath,0.75,0.3,0.96,50,0.5,0.39,0.39,0,0,248,2353,0.0953479
compact_swath,0.75,0.25,0.96,50,0.25,0.39,0.39,0,0,1221.2,1379.8,0.469512
compact_swath,0.75,0.2,0.96,50,0.25,0.39,0.39,0.2,19.8,1475.2,1106,0.574779
compact_swath,0.75,0.3,0.96,50,0.25,0.39,0.39,0,0,1346.2,1254.8,0.51757
compact_swath,0.75,0.35,0.96,50,0.25,0.39,0.39,0,0,1383,1218,0.531719
compact_swath,0.8,0,0.96,50,0.5,0.39,0.39,0,1268.6,0,1332.4,0.487735
compact_swath,0.8,0.05,0.96,50,0.5,0.39,0.39,0,1289.4,0,1311.6,0.495732
compact_swath,0.8,0.05,0.96,50,0.25,0.39,0.39,0,1974.8,0,626.2,0.759246
compact_swath,0.8,0.1,0.96,50,0.25,0.39,0.39,0,1974.2,0,626.8,0.759016
compact_swath,0.8,0.3,0.96,50,0.5,0.39,0.39,0,0,30.4,2570.6,0.0116878
compact_swath,0.8,0.1,0.96,50,0.5,0.39,0.39,0,1258,0,1343,0.48366
compact_swath,0.8,0.35,0.96,50,0.5,0.39,0.39,0,0,83.8,2517.2,0.0322184
compact_swath,0.8,0.15,0.96,50,0.5,0.39,0.39,0,1212.6,0,1388.4,0.466205
compact_swath,0.8,0.25,0.96,50,0.5,0.39,0.39,0,0,150,2451,0.0576701
compact_swath,0.85,0,0.96,50,0.25,0.39,0.39,0,1976,0,625,0.759708
compact_swath,0.8,0.2,0.96,50,0.25,0.39,0.39,0,0,1275.2,1325.8,0.490273
compact_swath,0.8,0.15,0.96,50,0.25,0.39,0.39,0.2,1948.8,23,629.2,0.758093
compact_swath,0.85,0,0.96,50,0.5,0.39,0.39,0,1283.2,0,1317.8,0.493349
compact_swath,0.8,0.2,0.96,50,0.5,0.39,0.39,0.4,568.8,203.8,1828.4,0.29704
compact_swath,0.85,0.05,0.96,50,0.25,0.39,0.39,0,1976,0,625,0.759708
compact_swath,0.8,0.3,0.96,50,0.25,0.39,0.39,0,0,1292.4,1308.6,0.496886
compact_swath,0.8,0.25,0.96,50,0.25,0.39,0.39,0,0,1279.4,1321.6,0.491888
compact_swath,0.8,0.35,0.96,50,0.25,0.39,0.39,0,0,1161,1440,0.446367
compact_swath,0.85,0.1,0.96,50,0.25,0.39,0.39,0,1975.8,0,625.2,0.759631
compact_swath,0.85,0.05,0.96,50,0.5,0.39,0.39,0,1283.2,0,1317.8,0.493349
compact_swath,0.85,0.1,0.96,50,0.5,0.39,0.39,0,1246.6,0,1354.4,0.479277
compact_swath,0.85,0.25,0.96,50,0.5,0.39,0.39,0.2,89.2,148,2363.8,0.0911957
compact_swath,0.85,0.15,0.96,50,0.25,0.39,0.39,0,1973.4,0,627.6,0.758708
compact_swath,0.85,0.15,0.96,50,0.5,0.39,0.39,0,1206.4,0,1394.6,0.463822
compact_swath,0.85,0.3,0.96,50,0.5,0.39,0.39,0,0,122,2479,0.046905
compact_swath,0.9,0,0.96,50,0.25,0.39,0.39,0,1976,0,625,0.759708
compact_swath,0.85,0.35,0.96,50,0.5,0.39,0.39,0,0,103.2,2497.8,0.039677
compact_swath,0.85,0.2,0.96,50,0.5,0.39,0.39,0.8,1213,28.4,1359.6,0.477278
compact_swath,0.85,0.25,0.96,50,0.25,0.39,0.39,0,0,1104.4,1496.6,0.424606
compact_swath,0.9,0.05,0.96,50,0.25,0.39,0.39,0,1975.6,0,625.4,0.759554
compact_swath,0.85,0.2,0.96,50,0.25,0.39,0.39,1,268.2,1419.8,913,0.648981
compact_swath,0.9,0,0.96,50,0.5,0.39,0.39,0,1304.2,0,1296.8,0.501423
compact_swath,0.85,0.3,0.96,50,0.25,0.39,0.39,0,0,1314.2,1286.8,0.505267
compact_swath,0.9,0.05,0.96,50,0.5,0.39,0.39,0,1285.4,0,1315.6,0.494195
compact_swath,0.85,0.35,0.96,50,0.25,0.39,0.39,0,0,1320,1281,0.507497
compact_swath,0.9,0.1,0.96,50,0.25,0.39,0.39,0,1975.4,0,625.6,0.759477
compact_swath,0.9,0.1,0.96,50,0.5,0.39,0.39,0,1299.4,0,1301.6,0.499577
compact_swath,0.9,0.15,0.96,50,0.25,0.39,0.39,0,1975,0,626,0.759323
compact_swath,0.9,0.15,0.96,50,0.5,0.39,0.39,0,1246.4,0,1354.6,0.4792
compact_swath,0.9,0.35,0.96,50,0.5,0.39,0.39,0,0,55.4,2545.6,0.0212995
compact_swath,0.9,0.3,0.96,50,0.5,0.39,0.39,0,0,183.8,2417.2,0.0706651
compact_swath,0.95,0,0.96,50,0.25,0.39,0.39,0,1976,0,625,0.759708
compact_swath,0.95,0.05,0.96,50,0.25,0.39,0.39,0,1975.8,0,625.2,0.759631
compact_swath,0.9,0.2,0.96,50,0.5,0.39,0.39,0.2,1221,2.8,1377.2,0.470511
compact_swath,0.9,0.25,0.96,50,0.5,0.39,0.39,0.4,184.6,258.2,2158.2,0.170242
compact_swath,0.95,0.1,0.96,50,0.25,0.39,0.39,0,1975.8,0,625.2,0.759631
compact_swath,0.95,0.05,0.96,50,0.5,0.39,0.39,0,1261,0,1340,0.484814
compact_swath,0.95,0,0.96,50,0.5,0.39,0.39,0,1304.2,0,1296.8,0.501423
compact_swath,0.9,0.2,0.96,50,0.25,0.39,0.39,1,805.8,1026.6,768.6,0.704498
compact_swath,0.95,0.1,0.96,50,0.5,0.39,0.39,0,1259.6,0,1341.4,0.484275
compact_swath,0.9,0.35,0.96,50,0.25,0.39,0.39,0,0,1343,1258,0.51634
compact_swath,0.9,0.25,0.96,50,0.25,0.39,0.39,0,0,1236.2,1364.8,0.475279
compact_swath,0.95,0.3,0.96,50,0.5,0.39,0.39,0,0,108.6,2492.4,0.0417532
compact_swath,0.9,0.3,0.96,50,0.25,0.39,0.39,0,0,1366.4,1234.6,0.525336
compact_swath,0.95,0.15,0.96,50,0.25,0.39,0.39,0,1975.2,0,625.8,0.7594
compact_swath,0.95,0.15,0.96,50,0.5,0.39,0.39,0,1238.6,0,1362.4,0.476201
compact_swath,1,0,0.96,50,0.25,0.39,0.39,0,1976,0,625,0.759708
compact_swath,0.95,0.35,0.96,50,0.5,0.39,0.39,0,0,139.4,2461.6,0.0535948
compact_swath,1,0.05,0.96,50,0.25,0.39,0.39,0,1976,0,625,0.759708
compact_swath,0.95,0.2,0.96,50,0.5,0.39,0.39,0,1201.6,0,1399.4,0.461976
compact_swath,1,0,0.96,50,0.5,0.39,0.39,0,1300.2,0,1300.8,0.499885
compact_swath,1,0.1,0.96,50,0.25,0.39,0.39,0,1976,0,625,0.759708
compact_swath,0.95,0.3,0.96,50,0.25,0.39,0.39,0,0,1405.2,1195.8,0.540254
compact_swath,0.95,0.25,0.96,50,0.25,0.39,0.39,0.2,16.8,1375.4,1208.8,0.535256
compact_swath,0.95,0.25,0.96,50,0.5,0.39,0.39,0.8,562.8,357.4,1680.8,0.353787
compact_swath,0.95,0.2,0.96,50,0.25,0.39,0.39,1,1548.2,421.8,631,0.757401
compact_swath,1,0.05,0.96,50,0.5,0.39,0.39,0,1281,0,1320,0.492503
compact_swath,0.95,0.35,0.96,50,0.25,0.39,0.39,0,0,1340.2,1260.8,0.515263
compact_swath,1,0.15,0.96,50,0.25,0.39,0.39,0,1975.6,0,625.4,0.759554
compact_swath,1,0.1,0.96,50,0.5,0.39,0.39,0,1285.2,0,1315.8,0.494118
compact_swath,1,0.35,0.96,50,0.5,0.39,0.39,0,0,172.6,2428.4,0.0663591
compact_swath,1,0.2,0.96,50,0.25,0.39,0.39,0.2,1931.2,44.4,625.4,0.759554
compact_swath,1,0.15,0.96,50,0.5,0.39,0.39,0,1273.8,0,1327.2,0.489735
compact_swath,1,0.25,0.96,50,0.5,0.39,0.39,0.8,755,350.2,1495.8,0.424913
compact_swath,1,0.3,0.96,50,0.25,0.39,0.39,0,0,1315.6,1285.4,0.505805
compact_swath,1,0.3,0.96,50,0.5,0.39,0.39,0,0,62.6,2538.4,0.0240677
compact_swath,1,0.2,0.96,50,0.5,0.39,0.39,0,1259.2,0,1341.8,0.484121
compact_swath,1,0.25,0.96,50,0.25,0.39,0.39,0.6,170,1380.2,1050.8,0.596002
compact_swath,1,0.35,0.96,50,0.25,0.39,0.39,0,0,1197.6,1403.4,0.460438
